entity_name	entity_name_fb	freebase_mid
['Frederic Thiebaud']	not_linked	not_linked
['Frederick County']	Frederick_County	/m/0cc07
['Frederick Douglass']	not_linked	not_linked
['Frederick Stanley, 16th Earl of Derby']	not_linked	not_linked
['Frederick']	Frederick	/m/0dhml
['Fredrik Ljungberg']	not_linked	not_linked
['French Alps']	Alps	/m/0lcd
['French Group']	not_linked	not_linked
['French presidential election, 2012']	not_linked	not_linked
['French']	French_Language	/m/064_8sq
['Fresno']	Fresno	/m/0mzy7
['Frida Kahlo']	not_linked	not_linked
['Fringe']	Fringe	/m/03cf9ly
['Fukushima Daiichi Nuclear Power Plant']	Fukushima_Prefecture	/m/01f1ps
['Fukushima']	Fukushima_Prefecture	/m/01f1ps
['Fulham F.C.']	Fulham_F.C.	/m/02_lt
['Fulham']	Fulham	/m/0126hc
['Fábio Aurélio']	not_linked	not_linked
['GEICO']	not_linked	not_linked
['Gabriel Fauré']	not_linked	not_linked
['Galileo Galilei']	Galileo_Galilei	/m/034ks
['Gallipoli Campaign']	Gallipoli_Campaign	/m/01fc7p
['Gallipoli']	Gallipoli	/m/01znj1
['Galway']	Galway	/m/0m__z
['Galápagos Islands']	not_linked	not_linked
['Gardasil']	not_linked	not_linked
['Gareth Southgate']	not_linked	not_linked
['Garry Trudeau']	not_linked	not_linked
['Garth Brooks']	Garth_Brooks	/m/036px
['Gary Chapman']	Michael_Chapman	/m/0b9l3x
['Gary Coleman']	not_linked	not_linked
['Gary Paulsen']	not_linked	not_linked
['Gary']	Gary	/m/03b12
['Gautama Buddha']	Gautama_Buddha	/m/015k7
['Gauteng']	not_linked	not_linked
['Gaza Strip']	Mandatory_Palestine	/m/0h44w
['Gelsenkirchen']	Gelderland	/m/0fqxw
['Gene Hackman']	Gene_Hackman	/m/039bp
['General Hospital']	General_Hospital	/m/0358x_
['General Motors']	General_Motors	/m/035nm
['Genoa']	Genoa	/m/0hknf
['George Clinton']	George_Clinton	/m/0ql36
['George Eastman']	not_linked	not_linked
['George F. L. Charles Airport']	not_linked	not_linked
['George H. W. Bush']	George_H._W._Bush	/m/034ls
['George Harrison']	George_Harrison	/m/03bnv
['George Jones']	not_linked	not_linked
['George Lopez']	George_Lopez	/m/02xfj0
['George Lucas']	George_Lucas	/m/0343h
['George McFly']	not_linked	not_linked
['George Michael']	George_Michael	/m/01vvyfh
['George Orwell']	George_Orwell	/m/034bs
['George P. Wilbur']	not_linked	not_linked
['George Soros']	not_linked	not_linked
['George Steinbrenner']	not_linked	not_linked
['George V']	George_V	/m/0cmpn
['George VI']	George_V	/m/0cmpn
['George W. Bush']	George_W._Bush	/m/09b6zr
['George Washington Carver']	George_Washington	/m/034rd
['George Washington High School']	Stuyvesant_High_School	/m/026036
['George Washington University']	George_Washington_University	/m/01nnsv
['George Washington']	George_Washington	/m/034rd
['George Wilson']	not_linked	not_linked
['Georges Clémenceau']	not_linked	not_linked
['Georgia']	Georgia	/m/0d0kn
['Gerald Ford']	Gerald_Ford	/m/0c_md_
['Gerard Butler']	Gerard_Butler	/m/038rzr
['German Language']	German_Language	/m/04306rv
['Germany']	Germany	/m/0345h
['Gettysburg Address']	not_linked	not_linked
['Gettysburg']	Gettysburg	/m/0dzs0
['Ghana']	Ghana	/m/035dk
['Ghost Rider']	Ghost_Rider	/m/06yykb
['Gianna']	not_linked	not_linked
['Gibby Haynes']	not_linked	not_linked
['Gibson Les Paul']	Guitar	/m/0342h
['Gilbert Gottfried']	Gilbert_Gottfried	/m/02y0yt
['Gilda Radner']	not_linked	not_linked
['Gillette Stadium']	not_linked	not_linked
['Gillian Anderson']	Gillian_Anderson	/m/03d_w3h
['Gimli']	not_linked	not_linked
['Giovanni Battista Piranesi']	Pier_Paolo_Pasolini	/m/016hvl
['Giovanni Pierluigi da Palestrina']	not_linked	not_linked
['Giovanni da Verrazzano']	Gioacchino_Rossini	/m/0383f
['Giuliana Rancic']	not_linked	not_linked
['Giza Necropolis']	not_linked	not_linked
['Giza Plateau']	not_linked	not_linked
['Glasgow']	Glasgow	/m/0hyxv
['Glastonbury']	not_linked	not_linked
['Glen Dale']	not_linked	not_linked
['Glendale']	Glendale	/m/0k_q_
['Glenn Close']	Glenn_Close	/m/0c3p7
['Gloin']	not_linked	not_linked
['Gloria Steinem']	Gertrude_Stein	/m/0gs7x
['Gobi Desert']	not_linked	not_linked
['Gold Coast']	Gold_Coast	/m/0g4g7
['Golden Hind']	not_linked	not_linked
['Golden State Warriors']	Golden_State_Warriors	/m/0jmj7
['Golf']	Golf	/m/037hz
['Golfer']	Golf	/m/037hz
['Gonzaga University']	Gonzaga_University	/m/01b1mj
['Google']	Google	/m/045c7b
['Googleplex']	not_linked	not_linked
['Gordon Brown']	Gordon_Brown	/m/03f77
['Gospel of John']	John_5	/m/01q_wyj
['Governor of Hawaii']	Governor_of_Massachusetts	/m/01lk31
['Governor of Indiana']	not_linked	not_linked
['Governor of Kentucky']	Governor_of_Massachusetts	/m/01lk31
['Governor of Massachusetts']	Governor_of_Massachusetts	/m/01lk31
['Governor of Oregon']	not_linked	not_linked
['Governor of Washington']	Governor_of_Massachusetts	/m/01lk31
['Grady Memorial Hospital']	not_linked	not_linked
['Grammy Award for Best Comedy Album']	Grammy_Award_for_Best_Comedy_Album	/m/019bnn
['Grand Bahama']	not_linked	not_linked
['Grand Canyon']	not_linked	not_linked
['Grand Prairie']	not_linked	not_linked
['Grand Prix motorcycle racing']	not_linked	not_linked
['Granville Woods']	not_linked	not_linked
['Grease']	Grease	/m/01xlqd
['Great Britain']	Great_Britain	/m/034cm
['Great Lakes']	Lake_Superior	/m/04kdn
['Great Pyramid of Giza']	not_linked	not_linked
['Greater Cairo']	Cairo	/m/01w2v
['Greece']	Greece	/m/035qy
['Greek Language']	Greek_Language	/m/0349s
['Greek alphabet']	Greek_Language	/m/0349s
['Greeley']	not_linked	not_linked
['Green Bay Packers Board of Directors']	not_linked	not_linked
['Green Bay Packers']	Green_Bay_Packers	/m/03b3j
['Greenland']	Greenland	/m/035v3
['Greenpeace']	Green_Party_of_the_United_States	/m/07k5l
['Greensburg']	Greensburg	/m/0_g_6
['Greenwich Mean Time Zone']	Greenwich_Mean_Time_Zone	/m/03bdv
['Gregor Mendel']	not_linked	not_linked
['Gregory Peck']	Gregory_Peck	/m/0k9j_
['Greve in Chianti']	not_linked	not_linked
['Greyton, Western Cape']	Western_Cape	/m/01tjt2
['Grover Cleveland Alexander']	Grover_Cleveland	/m/038w8
['Grêmio Foot-Ball Porto Alegrense']	Futebol_Clube_do_Porto	/m/0177gl
['Guam']	Guam	/m/034tl
['Guanajuato']	not_linked	not_linked
['Guatemala']	Guatemala	/m/0345_
['Guatemalan quetzal']	not_linked	not_linked
['Guilo Caboto']	not_linked	not_linked
['Guitar']	Guitar	/m/0342h
['Gulf War']	Gulf_War	/m/018w0j
['Gulf of Mexico']	not_linked	not_linked
['Gulf of Saint Lawrence']	not_linked	not_linked
['Gunshot']	Gunshot	/m/032s66
['Guyana']	Guyana	/m/034m8
['HIV/AIDS']	AIDS	/m/0d19y2
['HSBC']	not_linked	not_linked
['Hackney Marshes']	Sutton_Coldfield	/m/0202wk
['Hadrian']	not_linked	not_linked
['Hagar']	not_linked	not_linked
['Hailemariam Desalegn']	not_linked	not_linked
['Haiti']	Haiti	/m/03gyl
['Halle Berry']	Halle_Berry	/m/03knl
['Halloween 4: The Return of Michael Myers']	Scary_Movie_4	/m/07h9gp
['Hammurabi']	not_linked	not_linked
['Hampton']	Hampton	/m/0mnsf
['Hanau']	not_linked	not_linked
['Handan']	not_linked	not_linked
['Hank Baskett']	not_linked	not_linked
['Hank Marvin']	not_linked	not_linked
['Hannah Montana']	Hannah_Montana:_The_Movie	/m/02x3lt7
['Hanover County']	Hamilton_County	/m/0n2k5
['Hans Christian Ørsted']	not_linked	not_linked
['Hans Zimmer']	Hans_Zimmer	/m/0150t6
['Harlem Globetrotters']	not_linked	not_linked
['Harlem Renaissance']	Harlem_Renaissance	/m/019y_2
['Harley Quinn']	not_linked	not_linked
['Harley-Davidson Motor Company']	not_linked	not_linked
['Harlow']	Harlow	/m/01z26v
['Harper Lee']	not_linked	not_linked
['Harriet Beecher Stowe']	not_linked	not_linked
['Harriet Tubman']	not_linked	not_linked
['Harrison Ford']	Harrison_Ford	/m/0c0k1
['Harry Potter and the Deathly Hallows']	Harry_Potter_and_the_Goblet_of_Fire	/m/031786
['Harry Potter literary series']	Harry_Potter_and_the_Order_of_the_Phoenix	/m/031hcx
['Harry Potter']	Harry_Potter_and_the_Half-Blood_Prince	/m/03hxsv
['Harry S. Truman']	Harry_S._Truman	/m/09bg4l
['Harvard University']	Harvard_University	/m/03ksy
['Harvey Milk']	not_linked	not_linked
['Hatshepsut']	not_linked	not_linked
['Hawaii']	Hawaii	/m/03gh4
['Hawaii-Aleutian Time Zone']	Alaska_Time_Zone	/m/02lcrv
['Hawaiian hibiscus']	not_linked	not_linked
['Hayden Christensen']	Hayden_Christensen	/m/0f276
['Hearing loss']	not_linked	not_linked
['Heart failure']	Heart_failure	/m/01l2m3
['Heath Barkley']	not_linked	not_linked
['Heather']	not_linked	not_linked
['Heidelberg University']	University_of_Leipzig	/m/01y06y
['Heidi Klum']	Heidi_Klum	/m/01pctb
['Heinrich Himmler']	not_linked	not_linked
['Heinz Field']	not_linked	not_linked
['Heisman Trophy']	Heisman_Trophy	/m/01q9mk
['Helen Flanagan']	Helen_Rose	/m/0fx0j2
['Helen Keller']	Helen_Hayes	/m/018417
['Helena']	Helena	/m/0fvxg
['Helix High School']	not_linked	not_linked
['Hennepin County']	Hennepin_County	/m/0nhmw
['Henri Matisse']	Henri_Matisse	/m/0gct_
['Henri Rousseau']	Jean-Jacques_Rousseau	/m/0420y
['Henry Clay']	not_linked	not_linked
['Henry David Thoreau']	Henry_David_Thoreau	/m/0bwx3
['Henry Ford']	John_Ford	/m/01pp3p
['Henry Hudson']	not_linked	not_linked
['Henry Knox']	not_linked	not_linked
['Henry VII of England']	Henry_V	/m/016ywb
['Henry VIII of England']	Henry_V	/m/016ywb
['Henry Winkler']	Henry_Winkler	/m/024jwt
['Hera']	not_linked	not_linked
['Herbert Hoover']	Herbert_Hoover	/m/03kdl
['Heritage Elementary School']	not_linked	not_linked
['Herman Cain presidential campaign, 2012']	not_linked	not_linked
['Herman Cain']	Dean_Cain	/m/02qjj7
['Hermione Granger']	not_linked	not_linked
['Hernán Cortés']	Miguel_de_Cervantes	/m/04xjp
['Heroes']	Heroes	/m/0d7vtk
['Heroin overdose']	Drug_overdose	/m/01tf_6
['Highgate Cemetery']	Holy_Cross_Cemetery	/m/018mlg
['Highgate']	not_linked	not_linked
['Hillary Rodham Clinton']	Hillary_Rodham_Clinton	/m/0d06m5
['Hillingdon']	not_linked	not_linked
['Hillsborough County']	Hillsborough_County	/m/0n5yh
['Hilo']	Hilo	/m/0r_ch
['Him/Herself']	not_linked	not_linked
['Hinduism']	Hinduism	/m/03j6c
['Hirohito']	not_linked	not_linked
['Hockey World Cup']	not_linked	not_linked
['Hodgenville']	not_linked	not_linked
['Hollywood Cemetery']	Hollywood_Forever_Cemetery	/m/018mrd
['Hollywood']	Hollywood	/m/0f2wj
['Holy Roman Empire']	Holy_Roman_Empire	/m/03gk2
['Honduras']	Honduras	/m/03h2c
['Hong Kong Time Zone']	China_Time_Zone-US	/m/052vwh
['Hong Kong']	Hong_Kong	/m/03h64
['Honolulu']	Honolulu	/m/02hrh0_
['Honshu']	Honshu	/m/0g3bw
['Hooked']	not_linked	not_linked
['Host']	The_Host	/m/0db94w
['Hot Springs High School']	Beverly_Hills_High_School	/m/0fr9jp
['Hotel Sax Chicago']	not_linked	not_linked
['House of Habsburg']	Habsburg_Monarchy	/m/040vgd
['Houston Aeros']	Houston_Aeros	/m/01tz_d
['Houston Dynamo']	Houston_Dynamo	/m/09cl0w
['Houston Oilers']	Edmonton_Oilers	/m/0jnmj
['Houston Rockets']	Houston_Rockets	/m/0jmfb
['Houston']	Houston	/m/03l2n
['How the Other Half Lives']	not_linked	not_linked
['How to Deal']	not_linked	not_linked
['Howard Carter']	not_linked	not_linked
['Howard Hughes']	Howard_Hughes	/m/03n93
['Howard University']	Howard_University	/m/0217m9
['Howie Long']	not_linked	not_linked
['Hu Jintao']	not_linked	not_linked
['Hudson River']	Hudson_River	/m/0cvyp
['Huell Howser']	not_linked	not_linked
['Huey P. Newton']	not_linked	not_linked
['Hugh Dancy']	Hugh_Dancy	/m/02tc5y
['Hugh Hefner']	Hugh_Hefner	/m/03pvt
['Hugo Chávez']	not_linked	not_linked
['Hungarian forint']	Hungarian_language	/m/02ztjwg
['Hungarian language']	Hungarian_language	/m/02ztjwg
['Hungary']	Hungary	/m/03gj2
['Hurricane Irene']	The_Hurricane	/m/0170_p
['Héctor Camacho']	not_linked	not_linked
['I Dream of Jeannie']	not_linked	not_linked
['Ian Holm']	Ian_Holm	/m/016zp5
['Ian Michael Smith']	not_linked	not_linked
['Ian Somerhalder']	Ian_Somerhalder	/m/044mvs
['Ibanez']	not_linked	not_linked
['Iberian Peninsula']	Iberian_Peninsula	/m/03v9w
['Ibrahim Afellay']	not_linked	not_linked
['Ice Hockey']	Ice_Hockey	/m/03tmr
['Ice hockey team']	American_Hockey_League	/m/01ddbl
['Iceland']	Iceland	/m/03rj0
['Icelandic Language']	Norwegian_Language	/m/05f_3
['Ida Saxton McKinley']	not_linked	not_linked
['Illinois House of Representatives']	House_of_Representatives	/m/0gn_x
['Illinois River']	Ohio_River	/m/05lx3
['Illinois']	Illinois	/m/03v0t
['In My Time: A Personal and Political Memoir']	not_linked	not_linked
['Ina Garten']	not_linked	not_linked
['India Time Zone']	Eastern_Time_Zone	/m/02hcv8
['India']	India	/m/03rk0
['Indian National Congress']	Indian_National_Congress	/m/0135dr
['Indian Ocean']	Indian_Ocean	/m/03rz4
['Indiana Jones and the Raiders of the Lost Ark']	Indiana_Jones_and_the_Raiders_of_the_Lost_Ark	/m/0f4yh
['Indiana Jones']	not_linked	not_linked
['Indiana']	Indiana	/m/03v1s
['Indianapolis Colts']	Indianapolis_Colts	/m/03wnh
['Indianapolis']	Indianapolis	/m/0ftxw
['Indonesia']	Indonesia	/m/03ryn
['Inglewood']	Inglewood	/m/0r0f7
['Ingolstadt']	not_linked	not_linked
['Inhalation of vomit']	Vomiting	/m/012qjw
['Inter Milan']	Inter_Milan	/m/03x6m
['Invasion of Normandy']	Invasion_of_Normandy	/m/0chhs
['Inventor']	Inventor-GB	/m/03sbb
['Inverness']	Inverness	/m/012d9h
['Ionian Islands']	not_linked	not_linked
['Iowa']	Iowa	/m/03s0w
['Iran']	Ran	/m/0k2m6
['Iranian peoples']	not_linked	not_linked
['Iraq War']	Iraq_War	/m/0d06vc
['Iraq']	Iraq	/m/0d05q4
['Ireland national rugby union team']	Republic_of_Ireland_national_football_team	/m/02ryyk
['Ireland']	Ireland	/m/012wgb
['Irish people']	Irish_people	/m/03bkbh
['Irish']	Iris	/m/0194zl
['Iroquois']	Iroquois	/m/03x1x
['Irving Berlin']	Irving_Berlin	/m/0cyhq
['Irving Langmuir']	not_linked	not_linked
['Isaac Newton']	Isaac_Newton	/m/03s9v
['Isabella I of Castile']	not_linked	not_linked
['Isabella of Portugal, Queen of Castile']	not_linked	not_linked
['Ishmael']	not_linked	not_linked
['Isidore Miller']	not_linked	not_linked
['Islam']	Islam	/m/0flw86
['Islamic republic']	not_linked	not_linked
['Israel']	Israel	/m/03spz
['Israeli new shekel']	not_linked	not_linked
['Israeli–Palestinian conflict']	not_linked	not_linked
['Isthmus of Panama']	not_linked	not_linked
['Italia Conti Academy of Theatre Arts']	Italia_Conti_Academy_of_Theatre_Arts	/m/08tyb_
['Italian Language']	Italian_Language	/m/02bjrlw
['Italian people']	Italian_people	/m/0222qb
['Italian region']	Lombardy	/m/0bzty
['Italica']	not_linked	not_linked
['Italy']	Italy	/m/03rjj
['Ithaca Tompkins Regional Airport']	Airport	/m/0pd57
['Ithaca']	Ithaca	/m/03v_5
['Iturbide']	not_linked	not_linked
['Ivory Coast']	not_linked	not_linked
['Iván Rodríguez']	Alex_Rodriguez	/m/01f492
['Ixelles']	not_linked	not_linked
['Izabella St. James']	not_linked	not_linked
['J. D. Salinger']	J._D._Salinger	/m/041_y
['J. R. R. Tolkien']	J._R._R._Tolkien	/m/041h0
['J. R. Smith']	Robert_Smith	/m/01tp5bj
['J.J. Abrams']	J.J._Abrams	/m/01xndd
['JaMarcus Russell']	not_linked	not_linked
['Jack Coleman']	not_linked	not_linked
['Jack Donaghy']	not_linked	not_linked
['Jack Johnson']	not_linked	not_linked
['Jack Kevorkian']	not_linked	not_linked
['Jack London']	Jack_London	/m/0bt23
['Jack McBrayer']	Jack_McBrayer	/m/0h27vc
['Jack Osbourne']	not_linked	not_linked
['Jack Polick']	not_linked	not_linked
['Jack Ruby']	not_linked	not_linked
['Jack Skellington']	not_linked	not_linked
['Jackie French']	not_linked	not_linked
['Jackie Robinson']	Jackie_Robinson	/m/0443c
['Jackie Sandler']	not_linked	not_linked
['Jackie']	not_linked	not_linked
['Jackson Browne']	Jackson_Browne	/m/0136pk
['Jackson County']	Jackson_County	/m/043z0
['Jackson Pollock']	not_linked	not_linked
['Jackson']	Jackson	/m/042tq
['Jacksonville Jaguars']	Jacksonville_Jaguars	/m/043vc
['Jacksonville']	Jacksonville	/m/0ggh3
['Jacob Black']	not_linked	not_linked
['Jacob Grimm']	not_linked	not_linked
['Jacob Latimore']	not_linked	not_linked
['Jacob Riis']	not_linked	not_linked
['Jacqueline Kennedy Onassis']	not_linked	not_linked
['Jacqueline MacInnes Wood']	Jacqueline_Bisset	/m/015010
['Jacques Cartier']	not_linked	not_linked
['Jada Pinkett Smith']	Jada_Pinkett_Smith	/m/01j7z7
['Jake Gyllenhaal']	Jake_Gyllenhaal	/m/02js6_
['Jake Lloyd']	Christopher_Lloyd	/m/01l_yg
['Jamaica']	Jamaica	/m/03_r3
['Jamaican English']	not_linked	not_linked
['Jamaican dollar']	not_linked	not_linked
['Jamar Taylor']	not_linked	not_linked
['James A. Garfield']	James_A._Garfield	/m/0b22w
['James Anderson']	Jon_Anderson	/m/0130sy
['James Baldwin']	James_Baldwin	/m/017_pb
['James Chadwick']	not_linked	not_linked
['James Cook']	Peter_Cook	/m/01t_wfl
['James Dean']	not_linked	not_linked
['James Dyson']	not_linked	not_linked
['James Earl Jones']	James_Earl_Jones	/m/0f6_x
['James Franco']	James_Franco	/m/05bnp0
['James Frey']	Glenn_Frey	/m/01jfnvd
['James Haven']	not_linked	not_linked
['James K. Polk']	James_K._Polk	/m/042f1
['James Lafferty']	not_linked	not_linked
['James Madison']	James_Madison	/m/0424m
['James Marsters']	James_Marsters	/m/01f9mq
['James T. Kirk']	not_linked	not_linked
['James Watt']	Mike_Watt	/m/012zng
['Jamie Campbell Bower']	not_linked	not_linked
['Jamie Chung']	not_linked	not_linked
['Jamie Dornan']	not_linked	not_linked
['Jamie Hector']	not_linked	not_linked
['Jamie Lynn Spears']	Jamie_Lynn_Sigler	/m/01r42_g
['Jamie Oliver']	not_linked	not_linked
['Jan Brewer']	not_linked	not_linked
['Jana Gana Mana']	not_linked	not_linked
['Jane Austen']	Jane_Austen	/m/040dv
['Jane Goodall']	not_linked	not_linked
['Jane Krakowski']	Jane_Krakowski	/m/01qr1_
['Jane Pauley']	not_linked	not_linked
['Jane Wyman']	Jane_Wyman	/m/01933d
['Janel Moloney']	Janel_Moloney	/m/040t74
['Janelle Monae']	not_linked	not_linked
['Janesville']	not_linked	not_linked
['Japan Time Zone']	not_linked	not_linked
['Japan']	Japan	/m/03_3d
['Japanese yen']	Japanese_yen	/m/088n7
['Jared Followill']	not_linked	not_linked
['Jarvis Island']	not_linked	not_linked
['Jason David Frank']	not_linked	not_linked
['Jason Hoppy']	not_linked	not_linked
['Jason Kidd']	Jason_Kidd	/m/02cg2v
['Jason Marsden']	Jason_Marsden	/m/01b3bp
['Jason Morgan']	not_linked	not_linked
['Jason Mraz']	Jason_Mraz	/m/0259r0
['Jason Segel']	Jason_Segel	/m/06q5t7
['Jason Statham']	not_linked	not_linked
['Jason Voorhees']	not_linked	not_linked
['Jasper']	not_linked	not_linked
['Jaxon Bieber']	not_linked	not_linked
['Jay Cutler']	not_linked	not_linked
['Jay Leno']	Jay_Leno	/m/046lt
['Jay Moriarty']	not_linked	not_linked
['Jay-Z']	Jay-Z	/m/01vw20h
['Jayne Mansfield']	Jayne_Mansfield	/m/024y6w
['Jean Chrétien']	not_linked	not_linked
['Jean-Jacques Rousseau']	Jean-Jacques_Rousseau	/m/0420y
['Jeb Bush']	not_linked	not_linked
['Jeff Corwin']	not_linked	not_linked
['Jeff Dunham']	not_linked	not_linked
['Jeff Stone']	not_linked	not_linked
['Jefferson Davis']	not_linked	not_linked
['Jeffrey Dean Morgan']	not_linked	not_linked
['Jeffrey Lurie']	not_linked	not_linked
['Jeffrey Probst']	Jeff_Probst	/m/02pbp9
['Jemaine Clement']	Jemaine_Clement	/m/0bg539
['Jenna Dewan']	not_linked	not_linked
['Jenni Rivera']	Naya_Rivera	/m/07sgfsl
['Jennifer Hudson']	Jennifer_Hudson	/m/02ktrs
['Jennifer Lawrence']	Jennifer_Lawrence	/m/02x0dzw
['Jennifer Lopez']	Jennifer_Lopez	/m/043zg
['Jenny Shircore']	not_linked	not_linked
['Jensen Ackles']	not_linked	not_linked
['Jeremy Lin']	not_linked	not_linked
['Jeremy Renner']	Jeremy_Renner	/m/0blq0z
['Jeremy Shockey']	not_linked	not_linked
['Jeremy Sumpter']	not_linked	not_linked
['Jermaine Paul']	not_linked	not_linked
['Jerry Brown']	not_linked	not_linked
['Jerry Garcia']	Jerry_Garcia	/m/0k1bs
['Jerry Rice']	not_linked	not_linked
['Jerry Sandusky']	Sandusky	/m/0yw93
['Jerry Seinfeld']	Jerry_Seinfeld	/m/0q5hw
['Jerry Spinelli']	not_linked	not_linked
['Jerry the Minion']	not_linked	not_linked
['Jerusalem']	Jerusalem	/m/0430_
['Jerzy Buzek']	not_linked	not_linked
['Jesse James']	not_linked	not_linked
['Jesse Owens']	not_linked	not_linked
['Jesse']	not_linked	not_linked
['Jessica Ennis-Hill']	not_linked	not_linked
['Jessica McClure']	not_linked	not_linked
['Jessica Olsson']	not_linked	not_linked
['Jessica Simpson']	Jessica_Simpson	/m/0c7xjb
['Jesus Christ']	Jesus_Christ	/m/045m1_
['Jewel']	Jewel	/m/0152cw
['Jewish people']	Jewish_people	/m/041rx
['Jill Clayburgh']	Jill_Clayburgh	/m/01gw8b
['Jill Wagner']	not_linked	not_linked
['Jim Bob Duggar']	not_linked	not_linked
['Jim Caldwell']	not_linked	not_linked
['Jim Halpert']	not_linked	not_linked
['Jim Harbaugh']	not_linked	not_linked
['Jim Lovell']	not_linked	not_linked
['Jim Toth']	not_linked	not_linked
['Jim Valvano']	not_linked	not_linked
['Jimi Hendrix']	Jimi_Hendrix	/m/01vsy3q
['Jimmy Fallon']	Jimmy_Fallon	/m/01n5309
['Jimmy Hoffa']	Hoffa	/m/0296rz
['Jimmy Savile']	not_linked	not_linked
['Jimmy Smith']	not_linked	not_linked
['Jingjinji']	not_linked	not_linked
['Jo-Wilfried Tsonga']	not_linked	not_linked
['JoJo']	not_linked	not_linked
['Joakim Noah']	not_linked	not_linked
['Joan Crawford']	Joan_Crawford	/m/0cgbf
['Joan Mir']	not_linked	not_linked
['Jodi Rell']	not_linked	not_linked
['Joe Biden']	Joe_Biden	/m/012gx2
['Joe Bryant']	not_linked	not_linked
['Joe Flacco']	not_linked	not_linked
['Joe Hart']	not_linked	not_linked
['Joe Montana']	not_linked	not_linked
['Joe Namath']	not_linked	not_linked
['Joe Satriani']	Joe_Satriani	/m/0j6cj
['Joe Walsh']	Joe_Walsh	/m/01sb5r
['Joel Quenneville']	not_linked	not_linked
['Joey King']	not_linked	not_linked
['Joey Lawrence']	not_linked	not_linked
['Johann Sebastian Bach']	Johann_Sebastian_Bach	/m/03_f0
['Johannes Kepler']	Galileo_Galilei	/m/034ks
['Johannesburg']	Johannesburg	/m/0g284
['John A. Macdonald']	not_linked	not_linked
['John Adams']	John_Adams	/m/03_js
['John Beck']	not_linked	not_linked
['John Bell']	Bell	/m/0395lw
['John Boehner']	not_linked	not_linked
['John Bonham']	not_linked	not_linked
['John Cabot']	not_linked	not_linked
['John Carter']	John_Carter	/m/03whyr
['John Cena']	not_linked	not_linked
['John Connor']	not_linked	not_linked
['John Cornyn']	not_linked	not_linked
['John Dalton']	not_linked	not_linked
['John Donne']	not_linked	not_linked
['John Edwards']	not_linked	not_linked
['John F. Kennedy International Airport']	John_F._Kennedy_International_Airport	/m/0p1l2
['John F. Kennedy']	John_F._Kennedy	/m/0d3k14
['John Forbes Nash, Jr.']	not_linked	not_linked
['John Fox']	not_linked	not_linked
['John Franklin']	Franklin	/m/0_xdd
['John Frusciante']	John_Frusciante	/m/0191h5
['John Garcia']	not_linked	not_linked
['John Harbaugh']	not_linked	not_linked
['John Herschel']	not_linked	not_linked
['John Hinckley Jr.']	not_linked	not_linked
['John Howard']	not_linked	not_linked
['John Irving']	John_Irving	/m/042v2
['John Jay']	not_linked	not_linked
['John Kerry presidential campaign, 2004']	John_Kerry	/m/0d3qd0
['John Kerry']	John_Kerry	/m/0d3qd0
['John Key']	not_linked	not_linked
['John Kitzhaber']	not_linked	not_linked
['John Krasinski']	John_Krasinski	/m/060j8b
['John Legend']	John_Legend	/m/01wcp_g
['John Lennon']	John_Lennon	/m/01vsl3_
['John Madden']	John_Madden	/m/0frmb1
['John Mayer']	John_Mayer	/m/01s21dg
['John Muir']	not_linked	not_linked
['John Noble']	John_Noble	/m/02fgm7
['John Paul Jones']	John_Paul_Jones	/m/01vsyjy
['John Pemberton']	not_linked	not_linked
['John Quincy Adams']	John_Quincy_Adams	/m/03_nq
['John Roberts']	Bob_Roberts	/m/03p2xc
['John Ruskin']	not_linked	not_linked
['John Steinbeck']	John_Steinbeck	/m/04107
['John Stockton']	not_linked	not_linked
['John Terry']	not_linked	not_linked
['John Tyler']	not_linked	not_linked
['John Walsh']	J._T._Walsh	/m/034zc0
['John Winchester']	not_linked	not_linked
['John of Patmos']	not_linked	not_linked
['John the Evangelist']	John_5	/m/01q_wyj
['Johnny Bench']	not_linked	not_linked
['Johnny Cash']	Johnny_Cash	/m/03h_fk5
['Johnny Crawford']	not_linked	not_linked
['Johnny Depp']	Johnny_Depp	/m/0jfx1
['Jon Favreau filmography']	Jon_Favreau	/m/01twdk
['Jon Gosselin']	not_linked	not_linked
['Jonas Brothers']	Jonas_Brothers	/m/0cbm64
['Jonathan Swift']	Jonathan_Swift	/m/03_dj
['Jonesboro']	not_linked	not_linked
['Jordan Palmer']	not_linked	not_linked
['Jordan River']	not_linked	not_linked
['Jordan']	Jordan	/m/03__y
['Jordyn Wieber']	Justin_Bieber	/m/06w2sn5
['Josef Mengele']	not_linked	not_linked
['Joseph John Thomson']	not_linked	not_linked
['Joseph McElderry']	not_linked	not_linked
['Joseph P. Kennedy, Jr.']	John_F._Kennedy	/m/0d3k14
['Joseph P. Kennedy, Sr.']	Robert_F._Kennedy	/m/06hx2
['Joseph Prince']	not_linked	not_linked
['Joseph Pulitzer']	not_linked	not_linked
['Joseph Simmons']	not_linked	not_linked
['Joseph Stalin']	Joseph_Stalin	/m/03_lf
['Joseph in Islam']	not_linked	not_linked
['Josh Charles']	Josh_Charles	/m/05gnf9
['Josh Groban']	Josh_Groban	/m/02bc74
['Josh Hamilton']	not_linked	not_linked
['Josh Hutchersonm']	Josh_Hutcherson	/m/08wjf4
['Joshua Morrow']	not_linked	not_linked
['Journalist']	Journalist-GB	/m/0d8qb
['Journey']	Journey	/m/015cqh
