entity_name	entity_name_fb
['Jerry Spinelli']	not_linked
['Jerry the Minion']	not_linked
['Jerusalem']	Jerusalem
['Jerzy Buzek']	not_linked
['Jesse James']	not_linked
['Jesse Owens']	not_linked
['Jesse']	not_linked
['Jessica Ennis-Hill']	not_linked
['Jessica McClure']	not_linked
['Jessica Olsson']	not_linked
['Jessica Simpson']	Jessica_Simpson
['Jesus Christ']	Jesus_Christ
['Jewel']	Jewel
['Jewish people']	Jewish_people
['Jill Clayburgh']	Jill_Clayburgh
['Jill Wagner']	not_linked
['Jim Bob Duggar']	not_linked
['Jim Caldwell']	not_linked
['Jim Halpert']	not_linked
['Jim Harbaugh']	not_linked
['Jim Lovell']	not_linked
['Jim Toth']	not_linked
['Jim Valvano']	not_linked
['Jimi Hendrix']	Jimi_Hendrix
['Jimmy Fallon']	Jimmy_Fallon
['Jimmy Hoffa']	Hoffa
['Jimmy Savile']	not_linked
['Jimmy Smith']	not_linked
['Jingjinji']	not_linked
['Jo-Wilfried Tsonga']	not_linked
['JoJo']	not_linked
['Joakim Noah']	not_linked
['Joan Crawford']	Joan_Crawford
['Joan Mir']	not_linked
['Jodi Rell']	not_linked
['Joe Biden']	Joe_Biden
['Joe Bryant']	not_linked
['Joe Flacco']	not_linked
['Joe Hart']	not_linked
['Joe Montana']	not_linked
['Joe Namath']	not_linked
['Joe Satriani']	Joe_Satriani
['Joe Walsh']	Joe_Walsh
['Joel Quenneville']	not_linked
['Joey King']	not_linked
['Joey Lawrence']	not_linked
['Johann Sebastian Bach']	Johann_Sebastian_Bach
['Johannes Kepler']	Galileo_Galilei
['Johannesburg']	Johannesburg
['John A. Macdonald']	not_linked
['John Adams']	John_Adams
['John Beck']	not_linked
['John Bell']	Bell
['John Boehner']	not_linked
['John Bonham']	not_linked
['John Cabot']	not_linked
['John Carter']	John_Carter
['John Cena']	not_linked
['John Connor']	not_linked
['John Cornyn']	not_linked
['John Dalton']	not_linked
['John Donne']	not_linked
['John Edwards']	not_linked
['John F. Kennedy International Airport']	John_F._Kennedy_International_Airport
['John F. Kennedy']	John_F._Kennedy
['John Forbes Nash, Jr.']	not_linked
['John Fox']	not_linked
['John Franklin']	Franklin
['John Frusciante']	John_Frusciante
['John Garcia']	not_linked
['John Harbaugh']	not_linked
['John Herschel']	not_linked
['John Hinckley Jr.']	not_linked
['John Howard']	not_linked
['John Irving']	John_Irving
['John Jay']	not_linked
['John Kerry presidential campaign, 2004']	John_Kerry
['John Kerry']	John_Kerry
['John Key']	not_linked
['John Kitzhaber']	not_linked
['John Krasinski']	John_Krasinski
['John Legend']	John_Legend
['John Lennon']	John_Lennon
['John Madden']	John_Madden
['John Mayer']	John_Mayer
['John Muir']	not_linked
['John Noble']	John_Noble
['John Paul Jones']	John_Paul_Jones
['John Pemberton']	not_linked
['John Quincy Adams']	John_Quincy_Adams
['John Roberts']	Bob_Roberts
['John Ruskin']	not_linked
['John Steinbeck']	John_Steinbeck
['John Stockton']	not_linked
['John Terry']	not_linked
['John Tyler']	not_linked
['John Walsh']	J._T._Walsh
['John Winchester']	not_linked
['John of Patmos']	not_linked
['John the Evangelist']	John_5
['Johnny Bench']	not_linked
['Johnny Cash']	Johnny_Cash
['Johnny Crawford']	not_linked
['Johnny Depp']	Johnny_Depp
['Jon Favreau filmography']	Jon_Favreau
['Jon Gosselin']	not_linked
['Jonas Brothers']	Jonas_Brothers
['Jonathan Swift']	Jonathan_Swift
['Jonesboro']	not_linked
['Jordan Palmer']	not_linked
['Jordan River']	not_linked
['Jordan']	Jordan
['Jordyn Wieber']	Justin_Bieber
['Josef Mengele']	not_linked
['Joseph John Thomson']	not_linked
['Joseph McElderry']	not_linked
['Joseph P. Kennedy, Jr.']	John_F._Kennedy
['Joseph P. Kennedy, Sr.']	Robert_F._Kennedy
['Joseph Prince']	not_linked
['Joseph Pulitzer']	not_linked
['Joseph Simmons']	not_linked
['Joseph Stalin']	Joseph_Stalin
['Joseph in Islam']	not_linked
['Josh Charles']	Josh_Charles
['Josh Groban']	Josh_Groban
['Josh Hamilton']	not_linked
['Josh Hutchersonm']	Josh_Hutcherson
['Joshua Morrow']	not_linked
['Journalist']	Journalist-GB
['Journey']	Journey
['Jovan Belcher']	not_linked
['Juan Carlos Varela']	not_linked
['Juan Manuel Santos']	Giovani_dos_Santos
['Juan Ponce de León']	Miguel_de_Cervantes
['Judaism']	Judaism-GB
['Judea']	not_linked
['Judi Dench']	Judi_Dench
['Judy Collins']	Joan_Collins
['Judy Garland']	Judy_Garland
['Juice']	not_linked
['Jules Verne']	Jules_Verne
['Julia Gillard']	not_linked
['Julia Roberts']	Julia_Roberts
['Julian Clary']	not_linked
['Julian Fellowes']	Julian_Fellowes
['Julian Lennon']	John_Lennon
['Julie Andrews']	Julie_Andrews
['Julius Caesar']	Julius_Caesar
['Jumanji']	not_linked
['Juneau']	Juneau
['Juni Cortez']	not_linked
['Justin Bieber']	Justin_Bieber
['Juventus F.C.']	Juventus_F.C.
['Jörn Weisbrodt']	not_linked
['KFC']	not_linked
['KITT']	not_linked
['KV62']	not_linked
['Kahuku High & Intermediate School']	Punahou_School
['Kailua']	not_linked
['Kakadu National Park']	not_linked
['Kaká']	not_linked
['Kaley Cuoco']	Kaley_Cuoco
['Kalmia latifolia']	not_linked
['Kansas City Chiefs']	Kansas_City_Chiefs
['Kansas City Royals']	Kansas_City_Royals
['Kansas City']	Kansas_City
['Kansas']	Kansas
['Kapilavastu']	not_linked
['Kaplan University']	not_linked
['Kareem Abdul-Jabbar']	Kareem_Abdul-Jabbar
['Karl Benz']	not_linked
['Karl Marx']	Karl_Marx
['Karlsruhe Institute of Technology']	Technical_University_of_Munich
['Karnak']	not_linked
['Kat Dennings']	Diane_Keaton
['Kate Bosworth']	not_linked
['Kate Chopin']	not_linked
['Kate Gosselin']	Kate_Flannery
['Kate Spade']	not_linked
['Kate Winslet']	Kate_Winslet
['Kateri Tekakwitha']	not_linked
['Katherine Heigl']	Katherine_Heigl
['Katherine Jackson']	not_linked
['Katherine Jenkins']	not_linked
['Katy Perry']	Katy_Perry
['Kauai']	not_linked
['Kaya Scodelario']	not_linked
['Keisuke Honda']	not_linked
['Kellan Lutz']	not_linked
['Kellie Martin']	Kellie_Martin
['Kelly Clarkson']	Kelly_Clarkson
['Kelly Slater']	not_linked
['Ken Jenkins']	not_linked
['Ken Whisenhunt']	not_linked
['Kenickie Murdoch']	not_linked
['Kennedy family']	not_linked
['Kenneth Parcell']	not_linked
['Kenny Everett']	not_linked
['Keno Waitress']	not_linked
['Kentucky']	Kentucky
['Kenwood Academy']	not_linked
['Kenya Moore']	not_linked
['Kenya']	Kenya
['Kenyan shilling']	not_linked
['Kerry Collins']	Michael_Collins
['KevJumba']	not_linked
['Kevin Costner']	Kevin_Costner
['Kevin Durant']	not_linked
['Kevin Garnett']	Kevin_Garnett
['Kevin Hart']	not_linked
['Kevin James']	Kevin_James
['Kevin Jonas']	Kevin_Jonas
['Kevin Love']	not_linked
['Keyshia Cole']	Natalie_Cole
['Khadīja bint Khuwaylid']	not_linked
['Khartoum']	not_linked
['Khloé Kardashian']	Kim_Kardashian
['Kia Motors']	Jeonbuk_Hyundai_Motors
['Kiev']	Kiev
['Kilkea']	not_linked
['Kim Dae-jung']	Kim_Yoon-jin
['Kim Delaney']	not_linked
['Kim Jong-il']	not_linked
['Kim Jong-un']	not_linked
['Kim Kardashian']	Kim_Kardashian
['Kim Richards']	not_linked
['Kim']	not_linked
['Kimberly Williams-Paisley']	Corinne_Bailey_Rae
['King Charles Spaniel']	not_linked
['King Edward VI School, Stratford-upon-Avon']	Stratford-upon-Avon
['Kingdom of Israel']	not_linked
['Kingdom of Portugal']	Kingdom_of_Portugal
['Kingdom of the Netherlands']	Kingdom_of_the_Netherlands
['Kingston']	Kingston
['Kirk Cameron']	not_linked
['Kirk Hammett']	not_linked
['Kirkcaldy']	Kirkcaldy
['Kirsten Dunst']	Kirsten_Dunst
['Kirsten Storms']	not_linked
['Knight Rider']	not_linked
['Knossos']	not_linked
['Knox Overstreet']	not_linked
['Kobe Bryant']	Kobe_Bryant
['Kourtney Kardashian']	Kim_Kardashian
['Kovu']	not_linked
['Krabi']	not_linked
['Kris Humphries']	not_linked
['Kristen Bell']	Kristen_Bell
['Kristen Stewart']	Kristen_Stewart
['Kristin Richard']	not_linked
['Kroy Biermann']	not_linked
['Ku Klux Klan']	not_linked
['Kurds']	not_linked
['Kurt Busch']	not_linked
['Kurt Cobain']	Kurt_Cobain
['Kurt Vonnegut']	Kurt_Vonnegut
['Kurt Warner']	not_linked
['Kyla Ross']	not_linked
['Köping']	not_linked
['L. Frank Baum']	L._Frank_Baum
['LA Galaxy']	LA_Galaxy
['LaDainian Tomlinson']	not_linked
['Laborer']	not_linked
['Lacey Chabert']	Lacey_Chabert
['Laci Peterson']	not_linked
['Lady Bird Johnson']	not_linked
['Lagos']	Lagos
['Laguna Beach: The Real Orange County']	Laguna_Beach
['Lajos Kossuth']	not_linked
['Lake Havasu City']	not_linked
['Lake Merritt']	not_linked
['Lake Tear of the Clouds']	not_linked
['Lake Victoria']	not_linked
['Lake Waynoka, Ohio']	Lake_Michigan
['Lakeside School']	not_linked
['Lakewood Church Central Campus']	not_linked
['Lakota people']	Sioux
['Lamar Odom']	Lamar_Odom
['Lamar Sally']	not_linked
['Lancaster']	Lancaster
['Lance Armstrong']	not_linked
['Lando Calrissian']	not_linked
['Langston Hughes']	not_linked
['Lanzarote']	not_linked
['Laos']	Laos
['Larry David']	Larry_David
['Larry Ellison']	not_linked
['Larry Hagman']	Larry_Hagman
['Las Vegas']	Las_Vegas
['Lassen Peak']	not_linked
['Latin America']	Latin_America
['Latin Language']	Latin_Language
['Laughlin']	not_linked
['Laura Bush']	not_linked
['Laura Chinchilla']	not_linked
['Laura Ingalls Wilder']	not_linked
['Lauren Conrad']	Lauren_Katherine_Conrad
['Lawrence E. Roberts']	Eric_Roberts
['Lawton']	Lawton
['Lawyer']	Lawyer
['Le Mans']	Le_Mans_FC
['LeAnn Rimes']	LeAnn_Rimes
['LeBron James']	LeBron_James
['Lea Michele']	Lea_Michele
['Lebanon']	Lebanon
['Lechitic languages']	not_linked
['Lee Corso']	not_linked
['Lee County']	Lee_County
['Lee Harvey Oswald']	not_linked
['Lee Mead']	not_linked
['Leesburg']	not_linked
['Leia Organa']	not_linked
['Leif Eriksson']	not_linked
['Leland Blaine Chapman']	not_linked
['Lenny Kravitz']	Lenny_Kravitz
['Leo Howard']	not_linked
['Leonardo da Vinci']	Leonardo_da_Vinci
['Leonel Fernández']	not_linked
['Leonidas I']	not_linked
['Leonor Ponce de León']	Miguel_de_Cervantes
['Les Invalides']	not_linked
['Leslie David Baker']	Leslie_David_Baker
['Lexington']	Lexington
['Liam Hemsworth']	not_linked
['Liam Neeson']	Liam_Neeson
['Libya']	Libya
['Libyan Civil War']	Libyan_Civil_War
['Life of Franz Liszt']	Franz_Liszt
['Lil Wayne']	Lil_Wayne
['Lily Collins']	Lily_Allen
['Lincoln Steffens']	not_linked
['Linda Cardellini']	Linda_Cardellini
['Lindsay Lohan']	Lindsay_Lohan
['Lindsey Buckingham']	not_linked
['Lionel Messi']	Lionel_Messi
['Lisa Bonet']	not_linked
['Little Rock']	Little_Rock
['Littleton']	not_linked
['Liv Tyler']	Liv_Tyler
['Liverpool F.C.']	Liverpool_F.C.
['Liverpool']	Liverpool
['Liz Lemon']	not_linked
['Liz McClarnon']	not_linked
['Lleyton Hewitt']	not_linked
['Logan Browning']	not_linked
['Logan Lerman']	not_linked
['Lois Griffin']	not_linked
['Lois Lane']	not_linked
['Lola Bunny']	not_linked
['Lola Glaudini']	not_linked
['London Heathrow Airport']	London_Heathrow_Airport
['London']	London
['Lord Voldemort']	not_linked
['Lords of Dogtown']	Lords_of_Dogtown
['Loretta Woods']	not_linked
['Lorne']	not_linked
['Los Angeles Angels of Anaheim']	Los_Angeles_Angels_of_Anaheim
['Los Angeles Chargers']	San_Diego_Chargers
['Los Angeles Clippers']	Los_Angeles_Clippers
['Los Angeles County']	Los_Angeles_County
['Los Angeles Dodgers']	Los_Angeles_Dodgers
['Los Angeles Kings']	Los_Angeles_Kings
['Los Angeles Lakers']	Los_Angeles_Lakers
['Los Angeles']	Los_Angeles
['Lost']	Lost
['Louis Armstrong']	Louis_Armstrong
['Louis Riel']	not_linked
['Louis Sachar']	not_linked
['Louis XIV of France']	Louis_XIV_of_France
['Louis XVI of France']	Louis_XIV_of_France
['Louisiana']	Louisiana
['Louisville']	Louisville
['Lower Merion High School']	Lowell_High_School
['Lucille Ball']	Lucille_Ball
['Lucy Hale']	Lucy_Lawless
['Lucy Lawless']	Lucy_Lawless
['Lucy Punch']	not_linked
['Ludwig van Beethoven']	Ludwig_van_Beethoven
['Luis Suárez']	not_linked
['Luitgard']	not_linked
['Luke Air Force Base']	not_linked
['Luke Bryan']	Bob_Bryan
['Luke Perry']	not_linked
['Luke Skywalker']	not_linked
['Lung cancer']	Lung_cancer
['Lymphoma']	Lymphoma
['Lyndon B. Johnson']	Lyndon_B._Johnson
['Lynwood']	Lynwood
['M&T Bank Stadium']	not_linked
['M. C. Escher']	not_linked
['MTS Iceplex']	not_linked
['MTV Video Music Award']	MTV_Video_Music_Award_for_Video_of_the_Year
['MTV']	MTV
['Maasai Language']	Swahili_Language
['Maasai people']	not_linked
['Madagascar']	Madagascar
['Maddie Briann Aldridge']	not_linked
['Madeira']	not_linked
['Madison County']	Madison_County
['Madison Square Garden']	not_linked
['Madonna']	Madonna
['Madrid']	Madrid
['Madrigal de las Altas Torres']	not_linked
['Maggie Simpson']	not_linked
['Magic Johnson']	Magic_Johnson
['Magnifying glass']	not_linked
['Maharashtra']	Maharashtra
['Major League Baseball']	Baseball
['Majorca']	not_linked
['Makati']	Makati
['Malaysia Time Zone']	not_linked
['Malaysia']	Malaysia
['Malaysian ringgit']	not_linked
['Malcolm X']	Malcolm_X
['Malcom Floyd']	not_linked
['Maldives']	Maldives
['Maldivian rufiyaa']	not_linked
['Mali']	Ali
['Malta']	Malta
['Man of Steel']	Man_of_Steel
['Manatee County']	Duval_County
['Manchester United F.C.']	Manchester_United_F.C.
['Manchester']	Manchester
['Manhattan']	Manhattan
['Manny Pacquiao']	not_linked
['Manny Ramirez']	not_linked
['Maple Leaf Sports & Entertainment']	not_linked
['Marc Blucas']	not_linked
['Marc Chagall']	not_linked
['Marco Polo']	not_linked
['Marco Rubio']	not_linked
['Margaret Hoover']	Herbert_Hoover
['Margarete Boden']	not_linked
['Margot Kidder']	Margot_Kidder
['Margrethe II of Denmark']	not_linked
['Maria Sharapova']	not_linked
['Maria Theresa']	not_linked
['Maricopa County']	Maricopa_County
['Marie Curie']	not_linked
['Marilyn Monroe']	Marilyn_Monroe
['Marin County']	Marin_County
['Mario Lopez']	Mario_López
['Marion Barber III']	Gary_Barber
['Mark David Chapman']	Michael_Chapman
['Mark Hamill']	Mark_Hamill
['Mark Harmon']	Mark_Harmon
['Mark McGwire']	not_linked
['Mark Sanchez']	not_linked
['Mark Twain']	Mark_Twain
['Mark Zuckerberg']	not_linked
['Markieff Morris']	not_linked
['Marlee Matlin']	Marlee_Matlin
['Marlins Park']	not_linked
['Marlon Brando']	Marlon_Brando
['Marshall Bruce Mathers III']	not_linked
['Marta']	not_linked
['Martin Cooper']	not_linked
['Martin Luther King, Jr. National Historic Site']	not_linked
['Martin Luther King, Jr.']	Martin_Luther_King,_Jr.
['Martin Luther']	Martin_Luther_King,_Jr.
['Martin Sheen']	Martin_Sheen
['Marton']	not_linked
['Marty McFly']	not_linked
['Marvin Eriksen Sr.']	not_linked
['Mary Bell']	not_linked
['Mary Harris Jones']	Shirley_Jones
['Mary I of England']	Elizabeth_I
['Mary Kay Ash']	not_linked
['Mary Kay']	Mary_Kay_Place
['Mary Mary']	Mary
['Mary McLeod Bethune']	Mary_McDonnell
['Mary Poppins']	Mary_Poppins
['Mary Shelley']	Mary_Shelley
['Mary Todd Lincoln']	Abraham_Lincoln
['Mary Wollstonecraft']	Mary_Shelley
['Mary']	Mary
['Mary, Queen of Scots']	not_linked
['Maryland']	Maryland
['Marymount High School']	Loyola_Marymount_University
['Maryville']	not_linked
['Mason Capwell']	not_linked
['Massachusetts']	Massachusetts
['Mathew Brady']	not_linked
['Matt Barnes']	not_linked
['Matt Bomer']	not_linked
['Matt Bryant']	not_linked
['Matt Dallas']	not_linked
['Matt Damon']	Matt_Damon
['Matt Lanter']	not_linked
['Matt Lauer']	Matt_Lauer
['Matt Mead']	not_linked
['Matt Schaub']	not_linked
['Matt Stone']	Matt_Stone
['Matthew the Apostle']	not_linked
['Matthias Jakob Schleiden']	not_linked
['Maui']	Maui
['Maule Region']	not_linked
['Mauritian rupee']	Indian_rupee
['Mauritius']	Mauritius
['Max Shreck']	not_linked
['Maya Angelou']	Maya_Angelou
['Maya Moore']	Maya_Angelou
['Mayor of London']	not_linked
['Mazie Hirono']	not_linked
['Mecca']	Mecca
['Mecklenburg County']	Mecklenburg_County
['Mediterranean Sea']	Mediterranean_Sea
['Meg Griffin']	not_linked
['Mekong']	not_linked
['Mel Carnahan']	not_linked
['Melba Pattillo Beals']	not_linked
['Melbourne']	Melbourne
['Mellody Hobson']	not_linked
['Memphis']	Memphis
['Meningioma']	not_linked
['Menlo Park']	Menlo_Park
['Mercedes-Benz Superdome']	not_linked
['Meredith Grey']	not_linked
['Meriadoc Brandybuck']	not_linked
['Merrell']	not_linked
['Mesopotamia']	not_linked
['Metallica']	Metallica
['Metaphysical poets']	not_linked
['Methodism']	Methodism
['Mexican peso']	not_linked
['Mexico City']	Mexico_City
['Mexico']	Mexico
['Miami Dolphins']	Miami_Dolphins
['Miami Heat']	Miami_Heat
['Miami Marlins']	Miami_Marlins
['Miami University']	Miami_University
['Miami']	Miami
['Michael Bloomberg']	not_linked
['Michael Bublé']	not_linked
['Michael Clarke Duncan']	Michael_Clarke_Duncan
['Michael Connor Humphreys']	not_linked
['Michael Crabtree']	not_linked
['Michael J. Fox']	Michael_J._Fox
['Michael Jackson']	Michael_Jackson
['Michael Jordan']	Michael_Jordan
['Michael Oher']	not_linked
['Michael Rosenbaum']	Michael_Rosenbaum
['Michael S. Dell']	not_linked
['Michael Schumacher']	Joel_Schumacher
['Michael Vick']	not_linked
['Michael Weatherly']	not_linked
['Michael Williams']	Michael_K._Williams
['Michelangelo']	Michelangelo
['Michelle Obama']	Michelle_Forbes
['Michelle Pfeiffer']	Michelle_Pfeiffer
['Michigan State Spartans football']	Michigan_State_Spartans_football
['Michigan State University']	Michigan_State_University
['Michigan Wolverines football']	Michigan_Wolverines_football
['Michigan']	Michigan
['Mickey Horton']	not_linked
['Mickey Mouse']	Mickey_Mouse
['Microsoft Corporation']	Microsoft_Corporation
['Microsoft Windows']	Microsoft_Windows
['Middle East']	Middle_East
['Midland']	Midland
['Midlothian']	not_linked
['Midwestern United States']	not_linked
['Mighty Morphin Power Rangers']	Mighty_Morphin_Power_Rangers
['Mike Fisher']	not_linked
['Mike Huckabee']	not_linked
['Mike Leach']	not_linked
['Mike Matheny']	not_linked
['Mike Piazza']	Vincent_Piazza
['Mike Tomlin']	not_linked
['Mike Wright']	not_linked
['Mikhail Danilov']	not_linked
['Mila Kunis']	Mila_Kunis
['Miles Davis']	Miles_Davis
['Miley Cyrus']	Miley_Cyrus
['Military Commander']	not_linked
['Milk']	Milk
['Miller County']	Allen_County
['Miller Park']	not_linked
['Milwaukee Brewers']	Milwaukee_Brewers
['Milwaukee']	Milwaukee
['Minato']	Minato
['Minneapolis']	Minneapolis
['Minnesota Timberwolves']	Minnesota_Timberwolves
['Minnesota Vikings']	Minnesota_Vikings
['Minnesota']	Minnesota
['Miranda Otto']	Miranda_Otto
['Mirka Federer']	not_linked
['Miss America']	Miss_Universe
['Miss USA 1993']	Miss_Universe
['Miss USA']	Miss_Universe
['Mission Hills']	not_linked
['Mission San Buenaventura']	not_linked
['Mission San Gabriel Arcángel']	not_linked
['Mission San Rafael Arcángel']	San_Rafael
['Mississippi River']	Mississippi_River
['Mississippi Valley State University']	Mississippi_State_University
['Missouri River']	Missouri_River
['Missouri']	Missouri
['Mitch Daniels']	not_linked
['Mitch Hedberg']	not_linked
['Mitt Romney presidential campaign, 2008']	not_linked
['Mitt Romney']	not_linked
['Miwok']	not_linked
['Mobile']	Mobile
['Modern Standard Arabic']	Arabic_Language
['Moisés Arias']	not_linked
['Molly Ringwald']	not_linked
['Mona Lisa']	Mona_Lisa
['Moncef Marzouki']	not_linked
['Mongolia']	Mongolia
['Monica Braithwaite']	not_linked
['Monica']	not_linked
['Monroe County High School']	DeWitt_Clinton_High_School
['Monsanto']	not_linked
['Monta Ellis']	not_linked
['Montana']	Montana
['Montclair College Preparatory School']	Montclair_State_University
['Montel Williams']	not_linked
['Montesquieu']	not_linked
['Montgomery County']	Montgomery_County
['Montpelier']	Montpelier
['Montreal']	Montreal
['Moorestown']	not_linked
['Moorpark']	not_linked
['Morgan Freeman']	Morgan_Freeman
['Morgantown']	Morgantown
['Moroccan dirham']	not_linked
['Morocco']	Morocco
['Morris County']	Morris_County
['Morrissey']	Morrissey
['Morristown']	Morristown
['Morse code']	not_linked
['Mossad Agent Ziva David']	not_linked
['Mother Teresa']	not_linked
['Mougins']	not_linked
['Mount Everest']	not_linked
['Mount Fuji']	not_linked
['Mount St. Helens']	St_Helens
['Mount Vernon']	Mount_Vernon
['Mount Whitney']	not_linked
['Mountain Time Zone']	Mountain_Time_Zone-US
['Mountain View']	Mountain_View
['Mouse']	not_linked
['Mozambican metical']	Mozambique
['Mozambique']	Mozambique
['Muhammad Zia-ul-Haq']	Omar_Sharif
['Muhammad in Islam']	Muhammad
['Multiple sclerosis']	Multiple_sclerosis
['Murder']	Murder
['Murray River']	not_linked
['Murray']	not_linked
['Muswellbrook']	not_linked
['Mvezo']	not_linked
['Mwinilunga']	not_linked
['Myanmar']	Myanmar
['Myrna Colley-Lee']	Myrna_Loy
['Mysophobia']	not_linked
['NASCAR Hall of Fame']	not_linked
['NASDAQ']	not_linked
['NBA Most Improved Player Award']	not_linked
['NCIS - Season 1']	not_linked
['NCIS - Season 3']	not_linked
['NCIS']	not_linked
['NPR']	NPR
['Nadezhda Krupskaya']	not_linked
['Nadi, Fiji']	Fiji
['Nadia Boulanger']	not_linked
['Nagasaki']	Nagasaki
['Nancy Cartwright']	Nancy_Cartwright
['Nancy Juvonen']	not_linked
['Nancy Pelosi']	Nancy_Pelosi
['Nancy Shevell']	not_linked
['Naples']	Naples
['Napoleon Bonaparte']	Napoleon_Bonaparte
['Nashville Predators']	Nashville_Predators
['Nashville']	Nashville
['Natalie Portman']	Natalie_Portman
['Nate Robinson']	not_linked
['Nathan Lane']	Nathan_Lane
['Nathan Scott']	not_linked
['Nathaniel Hawthorne']	Nathaniel_Hawthorne
['National Anthem of Russia']	not_linked
['National Collegiate Athletic Association']	not_linked
['National FFA Organization']	not_linked
['National Football League']	National_Football_League
['National Rifle Association']	not_linked
['Native Americans in the United States']	Native_Americans_in_the_United_States
['Navajo people']	Indigenous_peoples_of_the_Americas
['Nazi Germany']	Nazi_Germany
['Near East']	not_linked
['Nebraska']	Nebraska
['Ned Kelly']	Ned_Kelly
['Neil Abercrombie']	not_linked
['Neil Armstrong']	not_linked
['Neil Gaiman']	Neil_Gaiman
['Neil Patrick Harris']	Neil_Patrick_Harris
['Nelson Mandela']	Nelson_Mandela
['Nelson Rockefeller']	not_linked
['Nepal']	Nepal
['Neptune']	The_Neptunes
['Nero']	not_linked
['Nestlé']	not_linked
['Netherlands']	Netherlands
['Neuss']	not_linked
['Neutron']	not_linked
['Nevada']	Nevada
['Neverland Ranch']	not_linked
['New Democratic Party']	Democratic_Party
['New England Patriots']	New_England_Patriots
['New England']	New_England
['New Haven']	New_Haven
['New Jersey']	New_Jersey
['New Mexico Lobos Basketball']	Arizona_Wildcats_men's_basketball
['New Mexico']	New_Mexico
['New Orleans Pelicans']	New_Orleans_Pelicans
['New Orleans Saints']	New_Orleans_Saints
['New Orleans']	New_Orleans
['New Rochelle']	New_Rochelle
['New South Wales']	New_South_Wales
['New York City blackout of 1977']	not_linked
['New York City']	New_York_City
['New York Giants']	New_York_Giants
['New York Jets']	New_York_Jets
['New York Knicks']	New_York_Knicks
['New York Mets']	New_York_Mets
['New York Rangers']	New_York_Rangers
['New York University']	New_York_University
['New York Yankees']	New_York_Yankees
['New York']	New_York
['New Zealand cuisine']	not_linked
['New Zealand dollar']	Australian_dollar
['New Zealand']	New_Zealand
['Newark']	Newark
['Newcastle upon Tyne']	Newcastle_upon_Tyne
['Newt Gingrich']	not_linked
['Newton Heath L&YR F.C.']	not_linked
['Ngurah Rai International Airport']	not_linked
['Niall Ferguson']	not_linked
['Niccolò Machiavelli']	not_linked
['Nicholas Hoult']	not_linked
['Nicholas Sparks']	not_linked
['Nick Cannon']	Nick_Cannon
['Nick Carter']	not_linked
['Nick Clegg']	not_linked
['Nick Grimshaw']	not_linked
['Nick Lachey']	Nick_Lachey
['Nicki Minaj']	Nicki_Minaj
['Nicolas Cage']	Nicolas_Cage
['Nicolas Sarkozy']	not_linked
['Nicolaus Copernicus']	Galileo_Galilei
['Nicole Kidman']	Nicole_Kidman
['Nicomedia']	not_linked
['Niels Henrik David Bohr']	Niels_Henrik_David_Bohr
['Niger River']	Niger
['Nigeria']	Nigeria
['Nike, Inc.']	Nike
['Nikola Tesla']	Nikola_Tesla
['Nikolai Gogol']	Nikolai_Gogol
['Niles Crane']	not_linked
['Nina Dobrev']	not_linked
['Nina Simone']	Nina_Simone
['Nine Mile']	not_linked
['Nineveh']	not_linked
['Nissan Motor Co., Ltd.']	not_linked
['Noah Bennet']	not_linked
['Nobel Peace Prize']	Nobel_Peace_Prize
['Nogales']	not_linked
['Nolan Ryan']	not_linked
['Nordic countries']	Scandinavia
['Norm Peterson']	not_linked
['Norman Bird']	not_linked
['Normandy']	Normandy
['Norodom Sihamoni']	not_linked
['Norristown']	Norristown
['North Africa']	North_Africa
['North America']	North_America-US
['North American Free Trade Agreement']	not_linked
['North Atlantic Treaty Organization (NATO)']	North_Atlantic_Treaty_Organization_(NATO)
['North Dakota State University']	North_Dakota_State_University
['North Dakota']	North_Dakota
['North Korea']	North_Korea
['North Port']	not_linked
['North West England']	North_Yorkshire
['Northeastern United States']	not_linked
['Northern Ireland']	Northern_Ireland
['Northern Territory']	Northern_Territory
['Northern cardinal']	Cardinal
['Norway']	Norway
['Novak Djokovic']	Novak_Djokovic
['Novato']	not_linked
['O Canada']	not_linked
['Oahu']	Oahu
['Oak Ridge Cemetery']	Arlington_National_Cemetery
['Oakland County']	Oakland_County
['Oakland Raiders']	Oakland_Raiders
['Oakland']	Oakland
['Obi-Wan Kenobi']	not_linked
['Oceania']	Oceania
['Ohio River']	Ohio_River
['Ohio University']	Ohio_University
['Ohio']	Ohio
['Okemos']	not_linked
['Oklahoma City Thunder']	Oklahoma_City_Thunder
['Oklahoma City']	Oklahoma_City
['Oklahoma']	Oklahoma
['Old Bilbo']	not_linked
['Old English']	not_linked
['Oliver Twist']	Oliver_Twist
['Ollanta Humala']	not_linked
['Olympia']	Olympia
['Olympic Games']	2012_Summer_Olympics
['Olympic National Park']	not_linked
['Olympique de Marseille']	Olympique_de_Marseille
['Omar Epps']	Mike_Epps
['Omega SA']	not_linked
['One Life to Live']	One_Life_to_Live
['One for the Money']	not_linked
['Oneida County']	Oneida_County
['Ontario International Airport']	Airport
['Ontario']	Ontario
['Orange County']	Orange_County
['Oregon State University']	Oregon_State_University
['Oregon']	Oregon
['Organization founder']	not_linked
['Orlando Magic']	Orlando_Magic
['Orlando']	Orlando
['Osama bin Laden']	not_linked
['Oscar Pistorius']	not_linked
